job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,target
admin.,single,high.school,no,no,no,telephone,may,fri,nonexistent,0
services,single,high.school,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,nonexistent,0
admin.,married,professional.course,no,no,yes,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,yes,no,telephone,may,fri,nonexistent,0
retired,single,high.school,no,no,no,telephone,may,fri,nonexistent,0
admin.,divorced,high.school,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.6y,no,no,no,telephone,may,fri,nonexistent,0
entrepreneur,married,unknown,unknown,no,no,telephone,may,fri,nonexistent,0
blue-collar,divorced,high.school,no,no,no,telephone,may,fri,nonexistent,0
unknown,married,unknown,unknown,no,no,telephone,may,fri,nonexistent,0
management,married,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
admin.,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,may,fri,nonexistent,0
admin.,divorced,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
services,married,high.school,unknown,yes,no,telephone,may,fri,nonexistent,0
services,married,unknown,no,yes,no,telephone,may,fri,nonexistent,0
entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,nonexistent,0
admin.,married,professional.course,unknown,yes,no,telephone,may,fri,nonexistent,0
services,divorced,basic.6y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
self-employed,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
management,married,unknown,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,basic.9y,unknown,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
management,married,university.degree,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.4y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
technician,single,university.degree,no,unknown,unknown,telephone,may,fri,nonexistent,0
entrepreneur,married,university.degree,unknown,yes,yes,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,nonexistent,1
services,married,high.school,unknown,no,no,telephone,may,fri,nonexistent,0
management,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,high.school,no,yes,yes,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
self-employed,married,university.degree,unknown,no,no,telephone,may,fri,nonexistent,0
management,single,professional.course,no,yes,no,telephone,may,fri,nonexistent,0
technician,single,unknown,no,yes,no,telephone,may,fri,nonexistent,1
blue-collar,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
services,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
admin.,single,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
technician,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,nonexistent,0
management,single,university.degree,no,no,no,telephone,may,fri,nonexistent,0
housemaid,divorced,basic.6y,no,no,no,telephone,may,fri,nonexistent,0
self-employed,single,university.degree,unknown,yes,yes,telephone,may,fri,nonexistent,0
blue-collar,single,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,unknown,unknown,no,no,telephone,may,fri,nonexistent,0
technician,unknown,professional.course,unknown,no,no,telephone,may,fri,nonexistent,0
admin.,married,university.degree,unknown,no,no,telephone,may,fri,nonexistent,0
blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,nonexistent,0
technician,divorced,professional.course,no,yes,yes,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,nonexistent,0
technician,single,professional.course,no,no,no,telephone,may,fri,nonexistent,0
services,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
services,single,high.school,no,no,no,telephone,may,fri,nonexistent,0
technician,married,university.degree,no,no,no,telephone,may,fri,nonexistent,0
technician,divorced,high.school,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,high.school,no,yes,yes,telephone,may,fri,nonexistent,0
technician,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
technician,married,basic.6y,no,no,no,telephone,may,fri,nonexistent,0
self-employed,single,basic.4y,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,nonexistent,0
services,married,high.school,no,no,no,telephone,may,fri,nonexistent,1
technician,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
management,married,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
housemaid,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
admin.,single,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
management,divorced,university.degree,no,no,no,telephone,may,fri,nonexistent,0
admin.,single,high.school,no,yes,no,telephone,may,fri,nonexistent,0
housemaid,married,university.degree,unknown,no,no,telephone,may,fri,nonexistent,0
services,single,high.school,no,yes,no,telephone,may,fri,nonexistent,0
services,divorced,high.school,no,no,no,telephone,may,fri,nonexistent,0
housemaid,single,university.degree,no,no,no,telephone,may,fri,nonexistent,0
technician,single,university.degree,no,no,no,telephone,may,fri,nonexistent,0
unknown,single,basic.4y,no,yes,no,telephone,may,fri,nonexistent,0
self-employed,married,basic.9y,no,yes,yes,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
technician,single,professional.course,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,single,basic.6y,unknown,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,university.degree,unknown,yes,no,telephone,may,fri,nonexistent,0
admin.,married,basic.6y,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
entrepreneur,married,basic.9y,no,yes,yes,telephone,may,fri,nonexistent,0
management,single,university.degree,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,professional.course,no,yes,no,telephone,may,fri,nonexistent,0
admin.,single,high.school,no,yes,no,telephone,may,fri,nonexistent,0
self-employed,divorced,basic.4y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
services,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
admin.,single,university.degree,no,yes,yes,telephone,may,fri,nonexistent,0
services,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
retired,married,high.school,unknown,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,unknown,no,no,no,telephone,may,fri,nonexistent,0
unknown,married,basic.6y,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
self-employed,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
technician,divorced,professional.course,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,nonexistent,0
self-employed,married,professional.course,unknown,yes,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
entrepreneur,married,high.school,no,no,yes,telephone,may,fri,nonexistent,0
blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,nonexistent,0
services,married,basic.4y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,single,unknown,no,yes,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,no,yes,telephone,may,fri,nonexistent,0
services,divorced,high.school,no,yes,no,telephone,may,fri,nonexistent,0
services,married,high.school,unknown,yes,no,telephone,may,fri,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,basic.6y,unknown,yes,no,telephone,may,fri,nonexistent,0
management,married,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
services,married,high.school,unknown,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
technician,divorced,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
admin.,single,high.school,no,yes,no,telephone,may,fri,nonexistent,0
technician,married,university.degree,no,yes,no,telephone,may,fri,nonexistent,0
housemaid,married,high.school,no,yes,yes,telephone,may,fri,nonexistent,0
admin.,single,high.school,no,yes,no,telephone,may,fri,nonexistent,1
technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,nonexistent,1
entrepreneur,married,professional.course,no,yes,no,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
management,married,high.school,unknown,no,no,telephone,may,fri,nonexistent,0
services,married,high.school,unknown,yes,no,telephone,may,fri,nonexistent,0
blue-collar,single,basic.6y,unknown,no,no,telephone,may,fri,nonexistent,0
admin.,divorced,professional.course,no,yes,no,telephone,may,fri,nonexistent,1
blue-collar,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
unemployed,married,professional.course,no,yes,no,telephone,may,fri,nonexistent,1
blue-collar,married,basic.4y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,nonexistent,0
self-employed,single,university.degree,no,no,no,telephone,may,fri,nonexistent,0
services,single,basic.9y,no,no,no,telephone,may,fri,nonexistent,1
management,married,university.degree,unknown,no,yes,telephone,may,fri,nonexistent,0
entrepreneur,married,university.degree,unknown,yes,no,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,yes,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,unknown,no,yes,telephone,may,fri,nonexistent,0
unknown,single,unknown,unknown,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
services,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,nonexistent,0
technician,married,basic.9y,unknown,no,no,telephone,may,fri,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,nonexistent,0
unemployed,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
services,married,high.school,no,no,no,telephone,may,fri,nonexistent,0
housemaid,married,basic.4y,no,yes,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,unknown,no,yes,telephone,may,fri,nonexistent,0
self-employed,married,basic.4y,unknown,yes,no,telephone,may,fri,nonexistent,0
housemaid,married,basic.6y,no,yes,no,telephone,may,fri,nonexistent,0
services,married,high.school,no,yes,yes,telephone,may,fri,nonexistent,0
self-employed,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
unemployed,married,basic.4y,no,yes,no,telephone,may,fri,nonexistent,0
management,married,basic.4y,unknown,no,yes,telephone,may,fri,nonexistent,0
admin.,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
admin.,single,university.degree,no,no,no,telephone,may,fri,nonexistent,0
unemployed,married,basic.6y,no,no,yes,telephone,may,fri,nonexistent,0
blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,nonexistent,0
entrepreneur,married,university.degree,unknown,no,no,telephone,may,fri,nonexistent,0
blue-collar,married,basic.9y,unknown,no,yes,telephone,may,fri,nonexistent,0
technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,0
management,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,0
technician,married,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,0
technician,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,0
blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,0
blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,0
housemaid,married,professional.course,unknown,yes,no,telephone,jun,mon,nonexistent,0
services,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,0
technician,married,professional.course,unknown,yes,no,telephone,jun,mon,nonexistent,0
unemployed,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,0
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,0
services,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,0
technician,single,professional.course,unknown,unknown,unknown,telephone,jun,mon,nonexistent,0
services,divorced,high.school,no,no,yes,telephone,jun,mon,nonexistent,0
retired,married,unknown,no,no,yes,telephone,jun,mon,nonexistent,0
self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,0
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,0
technician,married,professional.course,no,no,yes,telephone,jun,mon,nonexistent,0
retired,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,0
unknown,divorced,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,0
blue-collar,divorced,unknown,unknown,no,no,telephone,jun,mon,nonexistent,0
admin.,single,high.school,no,no,no,telephone,jun,mon,nonexistent,0
management,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,0
blue-collar,married,high.school,no,yes,yes,telephone,jun,mon,nonexistent,0
retired,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,0
technician,single,professional.course,no,unknown,unknown,telephone,jun,mon,nonexistent,0
entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,0
blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,0
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,1
self-employed,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,0
services,single,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,0
technician,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,0
